{0, 0}
{1.2540515319837704, 0.6571637827807346}
{0.5288312603004189, 0.5808117208177156}
{1.0411901607163858, 0.7910209256532237}
{0.5457178787504438, 0.5385482082552953}
{0.5902887279491432, 0.5732009954175707}
{0.4220574562932663, 0.541657779723429}
{0.2560843325238992, 0.33544637004135164}
{0.6995186823392411, 0.5293526234142677}
{0.4900493444312738, 0.3072025303353594}
{0.40451087449142953, 0.5220564078231058}
{0.6059094449017457, 0.5239893971710619}
{0.27170194401129866, 0.2370571592126064}
{0.2706088644285869, 0.236624300551497}
{0.7856860252817126, 0.5323674295136915}
